name,city,latitude,longitude,url
Ai Fiori,New York,40.75013,-73.98357,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ai-fiori
Casa Mono,New York,40.73595,-73.98706,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono
Jewel Bako,New York,40.72713,-73.98928,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jewel-bako
The River Café,New York,40.703613,-73.994774,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-river-cafe
Bar Uchū,New York,40.72191,-73.99003,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bar-uchu
Café China,New York,40.749973,-73.98228,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-china
Kanoyama,New York,40.73071,-73.98655,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama
Contra,New York,40.719917,-73.98922,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/contra
Atomix,New York,40.744408,-73.98292,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atomix
Kyo Ya,New York,40.7266,-73.98526,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kyo-ya
Kajitsu,New York,40.72776,-73.98428,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kajitsu
Agern,New York,40.75234,-73.9775,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/agern
Caviar Russe,New York,40.760685,-73.97355,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/caviar-russe
Tuome,New York,40.724194,-73.9828,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome
Tempura Matsui,New York,40.74839,-73.97474,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui
Sushi Yasuda,New York,40.75108,-73.97364,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda
Sushi Amane,New York,40.75133,-73.971725,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane
Café Boulud,New York,40.77439,-73.96414,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-boulud
Claro,New York,40.677395,-73.98615,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claro
Satsuki,New York,40.801243,-73.95187,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki
Sushi Noz,New York,40.77384,-73.958275,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz
Sushi Inoue,New York,40.810448,-73.943726,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue
Meadowsweet,New York,40.710354,-73.96317,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/meadowsweet
Casa Enríque,New York,40.743492,-73.95425,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-enrique
Peter Luger,New York,40.70986,-73.96263,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/peter-luger
Oxomoco,New York,40.730057,-73.95538,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oxomoco
The Finch,New York,40.68704,-73.96297,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch
Faro,New York,40.707584,-73.923035,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/faro
Senses,Warszawa,52.244583,21.005886,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/senses
atelier Amaro,Warszawa,52.21708,21.03768,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/atelier-amaro
Aniar,Gaillimh/Galway,53.27112,-9.057078,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/aniar
Loam,Gaillimh/Galway,53.27384,-9.044447,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/loam
Wild Honey Inn,Lios Dúin Bhearna/Lisdoonvarna,53.03151,-9.2911,https://guide.michelin.com/ie/en/clare/lios-duin-bhearna-lisdoonvarna/restaurant/wild-honey-inn
Chestnut,Ballydehob,51.562588,-9.460854,https://guide.michelin.com/ie/en/cork/ballydehob/restaurant/chestnut
Mews,Baltimore,51.48285,-9.37234,https://guide.michelin.com/ie/en/cork/ie-baltimore/restaurant/mews
Ichigo Ichie,Corcaigh/Cork,51.898167,-8.479933,https://guide.michelin.com/ie/en/cork/corcaigh-cork/restaurant/ichigo-ichie
Chapter One,City Centre,53.354374,-6.263786,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/chapter-one
Greenhouse,City Centre,53.340042,-6.258506,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/greenhouse
L'Ecrivain,City Centre,53.33627,-6.24834,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/l-ecrivain
Campagne,Cill Chainnigh/Kilkenny,52.6559,-7.2464285,https://guide.michelin.com/ie/en/kilkenny/cill-chainnigh-kilkenny/restaurant/campagne
Heron & Grey,Blackrock,53.30143,-6.177574,https://guide.michelin.com/ie/en/dun-laoghaire-rathdown/blackrock/restaurant/heron-grey
Lady Helen,Baile Mhic Andáin/Thomastown,52.526096,-7.188277,https://guide.michelin.com/ie/en/kilkenny/baile-mhic-andain-thomastown/restaurant/lady-helen
House,Aird Mhór/Ardmore,51.94777,-7.7135396,https://guide.michelin.com/ie/en/waterford/aird-mhor-ardmore/restaurant/house
Olympe,Rio de Janeiro - 22470,-22.96109,-43.20658,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/olympe
Lasai,Rio de Janeiro - 22271,-22.95401,-43.19557,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/lasai
Oteque,Rio de Janeiro - 22271,-22.95747,-43.194424,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque
Mee,Rio de Janeiro - 22021,-22.96764,-43.17925,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/mee
Cipriani,Rio de Janeiro - 22021,-22.96755,-43.17901,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/cipriani
Jun Sakamoto,São Paulo - 05413,-23.56318,-46.67737,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/jun-sakamoto
Maní,São Paulo - 05415,-23.56621,-46.67974,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/mani
Evvai,São Paulo - 05415,-23.567078,-46.679146,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/evvai
Picchi,São Paulo - 01426,-23.565063,-46.666767,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/picchi
Kosushi,São Paulo - 04538,-23.58522,-46.6809,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kosushi
Ryo Gastronomia,São Paulo - 04531,-23.58132,-46.6767,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia
Tangará Jean-Georges,São Paulo - 05706,-23.634005,-46.72428,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges
Kinoshita,São Paulo - 04509,-23.59159,-46.67146,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kinoshita
Kan Suke,São Paulo - 01401,-23.5684,-46.64936,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kan-suke
Huto,São Paulo - 04080,-23.60882,-46.6598,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/huto
Stay,Seoul,37.513004,127.10257,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/stay
Lee Jong Kuk 104,Seoul,37.592903,126.997284,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/lee-jong-kuk-104
Hansikgonggan,Seoul,37.577705,126.98852,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/hansikgonggan
Dining in Space,Seoul,37.57761,126.98845,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dining-in-space
Exquisine,Seoul,37.521046,127.049736,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/exquisine
Dosa,Seoul,37.52445,127.04441,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dosa511871
Joo Ok,Seoul,37.52252,127.04396,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/joo-ok
Balwoo Gongyang,Seoul,37.57389,126.98318,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/balwoo-gongyang
Muoki,Seoul,37.518963,127.04217,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/muoki
L'Amitié,Seoul,37.522675,127.032646,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/l-amitie
Yu Yuan,Seoul,37.57045,126.97534,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/yu-yuan
Bicena,Seoul,37.5384,127.00135,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/bicena
Mosu,Seoul,37.536415,126.99934,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mosu
